Student number;File Number;M_x;M_y;Std_x;Std_y;r;b;A;SSE;Output_1;Output_2;Output_3;Output_4;Output_5
215101294;13;247.48;50.04;144.03412651;28.851662;0.99814634;0.19993998;0.55885322;308.3189270579954;P;43.94582934;P;57.54174813;57.94162809
